Feature Name	Cluster 0	Cluster 1	Symbol
AAK1	-0.008935193300767837	0.008935193300767752	LOC112268437
AAMP	0.01499454892888451	-0.014994548928884419	AAMP
AATF	0.012320730595311248	-0.012320730595311314	AATF
ABCA2	-0.015972234481710174	0.015972234481709972	ABCA2
ABCA7	0.018380323587681248	-0.01838032358768104	ABCA7
ABCC1	0.012252800061676393	-0.012252800061676472	ABCC1
ABCD1	-0.015573961005581434	0.015573961005581304	ABCD1
ABCD4	0.014936827215403696	-0.014936827215403743	ABCD4
ABCF1	0.012141586846832312	-0.012141586846832515	ABCF1
ABCF3	0.015498464146265515	-0.015498464146265574	ABCF3
ABHD12	-0.010882754680306948	0.010882754680306963	ABHD12
ABHD17A	0.018812539292426052	-0.01881253929242601	ABHD17A
ABL2	-0.024684582240587852	0.024684582240587602	ABL2
ABLIM1	-0.017413266729694118	0.017413266729693958	ABLIM1
ABR	-0.005157082816131135	0.005157082816131195	ABR
ABTB1	-0.004899817653726545	0.004899817653726624	ABTB1
ACADVL	-0.00732482146174123	0.007324821461741232	ACADVL
ACAP1	0.020227188178597887	-0.02022718817859769	ACAP1
ACAP3	0.016302631386563887	-0.016302631386563942	ACAP3
ACIN1	0.023436294974330488	-0.023436294974330453	ACIN1
ACLY	-0.012000105924291135	0.012000105924291588	ACLY
ACO2	0.015561357848647503	-0.015561357848647569	ACO2
ACP2	5.8099343157374634e-05	-5.8099343157369776e-05	ACP2
ACRBP	0.009740577698771784	-0.009740577698771805	ACRBP
ACSL1	0.024482263927678667	-0.024482263927678667	ACSL1
ACSS1	0.01341035900402134	-0.013410359004021459	ACSS1
ACTG1	0.06283573433091269	-0.0628357343309126	ACTG1
ACTN1	-0.01262541999030349	0.012625419990303621	ACTN1
ACTN4	-0.006112936400188266	0.006112936400188126	ACTN4
ACTR1A	-0.0027504576557496273	0.0027504576557495705	ACTR1A
ACTR1B	0.014282887039786966	-0.014282887039786998	ACTR1B
ACTR2	0.012283334716263555	-0.012283334716263484	ACTR2
ADA	-0.016171304404836554	0.016171304404836478	ADA
ADA2	0.016813033285132627	-0.016813033285132492	ADA2
ADAM10	0.013030502694955608	-0.013030502694955513	ADAM10
ADAM15	-0.006478780765599522	0.006478780765599385	ADAM15
ADAM19	-0.04896574750568045	0.04896574750568046	ADAM19
ADAMTS10	0.009223483983640722	-0.009223483983641192	ADAMTS10
ADAMTSL4	0.017188834389590554	-0.01718883438959063	ADAMTSL4
ADAR	0.017271240521208354	-0.017271240521208302	ADAR
ADCY7	-0.01959708102005272	0.019597081020053017	ADCY7
ADD1	0.020604321596812226	-0.02060432159681224	ADD1
ADD3	-0.04972652549377876	0.04972652549377877	ADD3
ADGRE5	-0.003701005977915039	0.0037010059779149828	ADGRE5
ADGRG1	-0.01327058115188702	0.013270581151887123	ADGRG1
ADPGK	0.011146494012916952	-0.01114649401291692	ADPGK
ADRM1	0.011931713946296824	-0.011931713946296892	ADRM1
AFF1	-0.0480323675868946	0.048032367586894525	AFF1
AFTPH	-0.017538600491405962	0.01753860049140586	AFTPH
AGPAT2	-0.05175131960992331	0.051751319609923206	AGPAT2
AGPAT3	-0.01736384181876133	0.01736384181876136	AGPAT3
AGRN	0.002593148713737441	-0.0025931487137373825	AGRN
AGTRAP	0.013194895535399395	-0.01319489553539954	AGTRAP
AHCYL1	-0.0263731503763947	0.026373150376394712	AHCYL1
AHNAK	-0.002095808154832597	0.0020958081548325923	AHNAK
AHSA1	-0.021024975941327358	0.02102497594132775	AHSA1
AIF1	0.001574604809685491	-0.0015746048096854732	AIF1
AIP	-0.004660630009448666	0.0046606300094486465	AURKAIP1
AKAP13	0.0177198362181196	-0.01771983621811955	AKAP13
AKAP17A	0.016945270974059158	-0.01694527097405939	AKAP17A
AKAP8	0.011561704325941832	-0.011561704325941904	AKAP8
AKAP8L	0.01655170121600106	-0.01655170121600109	AKAP8L
AKAP9	-0.010839751015658441	0.010839751015658209	AKAP9
AKNA	0.02345264102693977	-0.02345264102693973	AKNA
AKR1A1	-0.018612174598936142	0.01861217459893617	AKR1A1
AKR1B1	-0.002201874890006976	0.002201874890006937	AKR1B1
AKT1	-0.0069159849699494715	0.0069159849699495755	AKT1
AKT2	0.01876046137259532	-0.01876046137259537	AKT2
ALDH16A1	0.01115899193989732	-0.011158991939897328	ALDH16A1
ALDH3B1	-0.011371062775989213	0.011371062775989151	ALDH3B1
ALDH5A1	-0.025775940255391247	0.02577594025539113	ALDH5A1
ALDOA	0.02116334519647016	-0.021163345196470132	LOC112694756
ALKBH4	-0.0197434527800998	0.019743452780099813	ALKBH4
ALKBH5	0.014534699683910643	-0.014534699683910619	ALKBH5
ALOX5	-0.005495557260977208	0.005495557260977556	ALOX5
ALS2CL	-0.01607049865819269	0.016070498658192708	ALS2CL
AMPD2	0.01823985619320256	-0.018239856193202425	AMPD2
ANAPC2	0.01605736248662651	-0.01605736248662648	ANAPC2
ANAPC5	0.015936888850075978	-0.01593688885007596	ANAPC5
ANKLE2	0.01459043569721339	-0.014590435697213463	ANKLE2
ANKRD11	0.021840095137505847	-0.02184009513750576	ANKRD11
ANKRD12	-0.009059312847155013	0.009059312847154749	ANKRD12
ANKRD13D	0.018241197709145125	-0.018241197709145108	ANKRD13D
ANKRD39	0.002497426513303663	-0.002497426513303676	ANKRD39
ANKRD44	-0.010709993538942456	0.010709993538942123	ANKRD44
ANKZF1	0.01568209391517546	-0.015682093915175527	ANKZF1
ANO9	0.014110751107976091	-0.014110751107976159	ANO9
ANP32A	0.012521913169503266	-0.012521913169503436	ANP32A
ANP32B	-0.013527419615484985	0.013527419615484804	ANP32B
ANP32E	-0.019633005053561848	0.019633005053561886	ANP32E
ANPEP	-0.050758507378013636	0.050758507378013636	ANPEP
ANXA1	0.016821588479121952	-0.016821588479121848	ANXA1
ANXA11	0.024177177620700242	-0.02417717762070025	ANXA11
ANXA2	0.04649420400748467	-0.04649420400748472	ANXA2
ANXA5	0.012796228309506242	-0.012796228309506512	ANXA5
ANXA6	-0.01349019428144769	0.013490194281447513	ANXA6
AOAH	-0.0079211982400593	0.00792119824005948	AOAH
AP1B1	-0.002413305635532234	0.002413305635532284	AP1B1
AP1G2	0.014097833607628344	-0.014097833607628294	AP1G2
AP1M1	-0.002677298058451797	0.0026772980584517853	AP1M1
AP2A1	-0.004932253668069454	0.00493225366806965	AP2A1
AP2A2	0.0149072458377721	-0.014907245837772119	AP2A2
AP2M1	-0.002464724423228839	0.002464724423228764	AP2M1
AP3B1	-0.02094532382390856	0.020945323823908308	AP3B1
AP3D1	0.021045630333074026	-0.021045630333073988	AP3D1
AP4E1	-0.02385642294724979	0.023856422947249684	AP4E1
AP5B1	0.011118189032175615	-0.011118189032175686	AP5B1
AP5Z1	-0.0053968874772158575	0.005396887477215827	AP5Z1
APBA2	-0.020878188186271338	0.02087818818627118	APBA2
APBB1IP	0.013433084900475949	-0.013433084900475916	APBB1IP
APEX1	0.0221534688704476	-0.022153468870447585	APEX1
APH1A	-0.006814985182633908	0.006814985182633938	APH1A
APLP2	-0.019087554748361688	0.019087554748361744	APLP2
APMAP	0.01149679280319347	-0.011496792803193372	APMAP
APOBR	0.0005863316357080608	-0.0005863316357081148	APOBR
APOL3	0.005335271129304553	-0.005335271129304533	APOL3
APOL6	-0.052577996328092416	0.05257799632809241	APOL6
APP	0.010310073118655366	-0.010310073118655238	APP
APRT	-0.005544082805772198	0.005544082805772012	APRT
ARAF	0.018737145516741844	-0.0187371455167417	ARAF
ARAP1	0.0194737788656648	-0.019473778865665058	ARAP1
ARCN1	-0.015621448008284838	0.015621448008285006	ARCN1
ARF1	-0.005265903914410017	0.005265903914409922	ARF1P1
ARF5	0.015871642990184436	-0.01587164299018425	ARF5
ARF6	0.016983102570593378	-0.01698310257059359	ARF6
ARFGAP1	0.016352796397918236	-0.016352796397918454	ARFGAP1
ARFGAP2	0.01878803400872969	-0.018788034008729703	ARFGAP2
ARFGEF1	-0.017374039577457378	0.017374039577457517	ARFGEF1
ARFIP2	0.01603892682661101	-0.01603892682661103	ARFIP2
ARGLU1	-0.00961830861150624	0.009618308611506074	ARGLU1
ARHGAP1	0.02140603110278632	-0.021406031102786296	ARHGAP1
ARHGAP25	-0.0512543300449399	0.05125433004493979	ARHGAP25
ARHGAP27	0.015430965487151966	-0.015430965487151947	ARHGAP27
ARHGAP30	0.0263756326509254	-0.026375632650925337	ARHGAP30
ARHGAP4	-0.007999074746306869	0.007999074746306992	ARHGAP4
ARHGAP45	0.027147359590203483	-0.02714735959020369	ARHGAP45
ARHGAP9	0.01968283439002241	-0.01968283439002231	ARHGAP9
ARHGDIA	-0.007917843078911399	0.007917843078911102	ARHGDIA
ARHGDIB	-2.2597601480411058e-05	2.2597601480436042e-05	ARHGDIB
ARHGEF1	0.024802639326232948	-0.024802639326233118	ARHGEF1
ARHGEF11	-0.021987977233282927	0.02198797723328311	ARHGEF11
ARHGEF2	0.01688177547395013	-0.016881775473950127	ARHGEF2
ARHGEF6	-0.010623338420147644	0.010623338420147592	ARHGEF6
ARID1A	0.011028104548305448	-0.011028104548305214	ARID1A
ARID1B	-0.015804067058860904	0.015804067058861167	ARID1B
ARID3A	-0.015547685083557987	0.015547685083557984	ARID3A
ARID4B	-0.021322645823359482	0.021322645823359614	ARID4B
ARID5A	0.017655982387667683	-0.01765598238766807	ARID5A
ARL4C	-0.020006172748354943	0.020006172748354898	ARL4C
ARPC2	-0.012065644863430236	0.012065644863430305	ARPC2
ARPC4	-0.007451355518868017	0.007451355518868142	ARPC4-TTLL3
ARPC5	0.011977726779773091	-0.011977726779773209	ARPC5
ARRB2	-0.0022707637394077857	0.0022707637394076	ARRB2
ARRDC1	-0.006798545874137828	0.006798545874137915	ARRDC1
ARRDC3	0.014843937203525618	-0.014843937203525585	ARRDC3
ARSA	0.013124474274094529	-0.013124474274094713	ARSA
